subject,level,class_level,series,paper,title,path
"Additional Mathematics",ordinary,form_5,"general",5,"CAMEROON GCE ORDINARY LEVEL ADDITIONAL MATHEMATICS P2 SET 5","content/papers/additional-mathematics/set-5.md"
"Additional Mathematics",ordinary,form_5,"general",6,"CAMEROON GCE ORDINARY LEVEL ADDITIONAL MATHEMATICS P2 SET 6","content/papers/additional-mathematics/set-6.md"
"Additional Mathematics",ordinary,form_5,"general",7,"CAMEROON GCE ORDINARY LEVEL ADDITIONAL MATHEMATICS P2 SET 7","content/papers/additional-mathematics/set-7.md"
"Additional Mathematics",ordinary,form_5,"general",8,"CAMEROON GCE ORDINARY LEVEL ADDITIONAL MATHEMATICS P2 SET 8","content/papers/additional-mathematics/set-8.md"
"Agricultural Science",advanced,upper_sixth,"a_science",1,"CAMEROON GCE ADVANCED LEVEL AGRICULTURAL SCIENCE P1 SET 1","content/papers/agricultural-science/mcq-1.md"
"Agricultural Science",advanced,upper_sixth,"a_science",2,"CAMEROON GCE ADVANCED LEVEL AGRICULTURAL SCIENCE P1 SET 2","content/papers/agricultural-science/mcq-2.md"
"Agricultural Science",advanced,upper_sixth,"a_science",3,"CAMEROON GCE ADVANCED LEVEL AGRICULTURAL SCIENCE P1 SET 3","content/papers/agricultural-science/mcq-3.md"
"Agricultural Science",advanced,upper_sixth,"a_science",1,"CAMEROON GCE ADVANCED LEVEL AGRICULTURAL SCIENCE P2 SET 1","content/papers/agricultural-science/set-1.md"
"Agricultural Science",advanced,upper_sixth,"a_science",2,"CAMEROON GCE ADVANCED LEVEL AGRICULTURAL SCIENCE P2 SET 2","content/papers/agricultural-science/set-2.md"
"Agricultural Science",advanced,upper_sixth,"a_science",3,"CAMEROON GCE ADVANCED LEVEL AGRICULTURAL SCIENCE P2 SET 3","content/papers/agricultural-science/set-3.md"
"Agricultural Science",ordinary,form_5,"general, science",4,"CAMEROON GCE ORDINARY LEVEL AGRICULTURAL SCIENCE P2 SET 4","content/papers/agricultural-science/set-4.md"
"Agricultural Science",ordinary,form_5,"general, science",5,"CAMEROON GCE ORDINARY LEVEL AGRICULTURAL SCIENCE P2 SET 5","content/papers/agricultural-science/set-5.md"
"Agricultural Science",ordinary,form_5,"general, science",6,"CAMEROON GCE ORDINARY LEVEL AGRICULTURAL SCIENCE P2 SET 6","content/papers/agricultural-science/set-6.md"
"Agricultural Science",ordinary,form_5,"general, science",7,"CAMEROON GCE ORDINARY LEVEL AGRICULTURAL SCIENCE P2 SET 7","content/papers/agricultural-science/set-7.md"
"Agricultural Science",ordinary,form_5,"general, science",8,"CAMEROON GCE ORDINARY LEVEL AGRICULTURAL SCIENCE P2 SET 8","content/papers/agricultural-science/set-8.md"
"Biology",advanced,upper_sixth,"a_science",1,"CAMEROON GCE ADVANCED LEVEL BIOLOGY P1 SET 1","content/papers/biology/mcq-1.md"
"Biology",advanced,upper_sixth,"a_science",2,"CAMEROON GCE ADVANCED LEVEL BIOLOGY P1 SET 2","content/papers/biology/mcq-2.md"
"Biology",advanced,upper_sixth,"a_science",3,"CAMEROON GCE ADVANCED LEVEL BIOLOGY P1 SET 3","content/papers/biology/mcq-3.md"
"Biology",advanced,upper_sixth,"a_science",1,"CAMEROON GCE ADVANCED LEVEL BIOLOGY P2 SET 1","content/papers/biology/set-1.md"
"Biology",advanced,upper_sixth,"a_science",2,"CAMEROON GCE ADVANCED LEVEL BIOLOGY P2 SET 2","content/papers/biology/set-2.md"
"Biology",advanced,upper_sixth,"a_science",3,"CAMEROON GCE ADVANCED LEVEL BIOLOGY P2 SET 3","content/papers/biology/set-3.md"
"Biology",ordinary,form_5,"general, science",4,"CAMEROON GCE ORDINARY LEVEL BIOLOGY P2 SET 4","content/papers/biology/set-4.md"
"Biology",ordinary,form_5,"general, science",5,"CAMEROON GCE ORDINARY LEVEL BIOLOGY P2 SET 5","content/papers/biology/set-5.md"
"Biology",ordinary,form_5,"general, science",6,"CAMEROON GCE ORDINARY LEVEL BIOLOGY P2 SET 6","content/papers/biology/set-6.md"
"Biology",ordinary,form_5,"general, science",7,"CAMEROON GCE ORDINARY LEVEL BIOLOGY P2 SET 7","content/papers/biology/set-7.md"
"Biology",ordinary,form_5,"general, science",8,"CAMEROON GCE ORDINARY LEVEL BIOLOGY P2 SET 8","content/papers/biology/set-8.md"
"Business Studies",advanced,upper_sixth,"a_commercial",1,"CAMEROON GCE ADVANCED LEVEL BUSINESS STUDIES P1 SET 1","content/papers/business-studies/mcq-1.md"
"Business Studies",advanced,upper_sixth,"a_commercial",2,"CAMEROON GCE ADVANCED LEVEL BUSINESS STUDIES P1 SET 2","content/papers/business-studies/mcq-2.md"
"Business Studies",advanced,upper_sixth,"a_commercial",3,"CAMEROON GCE ADVANCED LEVEL BUSINESS STUDIES P1 SET 3","content/papers/business-studies/mcq-3.md"
"Business Studies",advanced,upper_sixth,"a_commercial",1,"CAMEROON GCE ADVANCED LEVEL BUSINESS STUDIES P2 SET 1","content/papers/business-studies/set-1.md"
"Business Studies",advanced,upper_sixth,"a_commercial",2,"CAMEROON GCE ADVANCED LEVEL BUSINESS STUDIES P2 SET 2","content/papers/business-studies/set-2.md"
"Business Studies",advanced,upper_sixth,"a_commercial",3,"CAMEROON GCE ADVANCED LEVEL BUSINESS STUDIES P2 SET 3","content/papers/business-studies/set-3.md"
"Business Studies",ordinary,form_5,"commercial, technical",4,"CAMEROON GCE ORDINARY LEVEL BUSINESS STUDIES P2 SET 4","content/papers/business-studies/set-4.md"
"Business Studies",ordinary,form_5,"commercial, technical",5,"CAMEROON GCE ORDINARY LEVEL BUSINESS STUDIES P2 SET 5","content/papers/business-studies/set-5.md"
"Business Studies",ordinary,form_5,"commercial, technical",6,"CAMEROON GCE ORDINARY LEVEL BUSINESS STUDIES P2 SET 6","content/papers/business-studies/set-6.md"
"Business Studies",ordinary,form_5,"commercial, technical",7,"CAMEROON GCE ORDINARY LEVEL BUSINESS STUDIES P2 SET 7","content/papers/business-studies/set-7.md"
"Business Studies",ordinary,form_5,"commercial, technical",8,"CAMEROON GCE ORDINARY LEVEL BUSINESS STUDIES P2 SET 8","content/papers/business-studies/set-8.md"
"Chemistry",advanced,upper_sixth,"a_science",1,"CAMEROON GCE ADVANCED LEVEL CHEMISTRY P1 SET 1","content/papers/chemistry/mcq-1.md"
"Chemistry",advanced,upper_sixth,"a_science",2,"CAMEROON GCE ADVANCED LEVEL CHEMISTRY P1 SET 2","content/papers/chemistry/mcq-2.md"
"Chemistry",advanced,upper_sixth,"a_science",3,"CAMEROON GCE ADVANCED LEVEL CHEMISTRY P1 SET 3","content/papers/chemistry/mcq-3.md"
"Chemistry",advanced,upper_sixth,"a_science",1,"CAMEROON GCE ADVANCED LEVEL CHEMISTRY P2 SET 1","content/papers/chemistry/set-1.md"
"Chemistry",advanced,upper_sixth,"a_science",2,"CAMEROON GCE ADVANCED LEVEL CHEMISTRY P2 SET 2","content/papers/chemistry/set-2.md"
"Chemistry",advanced,upper_sixth,"a_science",3,"CAMEROON GCE ADVANCED LEVEL CHEMISTRY P2 SET 3","content/papers/chemistry/set-3.md"
"Chemistry",ordinary,form_5,"science, technical",4,"CAMEROON GCE ORDINARY LEVEL CHEMISTRY P2 SET 4","content/papers/chemistry/set-4.md"
"Chemistry",ordinary,form_5,"science, technical",5,"CAMEROON GCE ORDINARY LEVEL CHEMISTRY P2 SET 5","content/papers/chemistry/set-5.md"
"Chemistry",ordinary,form_5,"science, technical",6,"CAMEROON GCE ORDINARY LEVEL CHEMISTRY P2 SET 6","content/papers/chemistry/set-6.md"
"Chemistry",ordinary,form_5,"science, technical",7,"CAMEROON GCE ORDINARY LEVEL CHEMISTRY P2 SET 7","content/papers/chemistry/set-7.md"
"Chemistry",ordinary,form_5,"science, technical",8,"CAMEROON GCE ORDINARY LEVEL CHEMISTRY P2 SET 8","content/papers/chemistry/set-8.md"
"Citizenship Education",ordinary,form_5,"general",1,"CAMEROON GCE ORDINARY LEVEL CITIZENSHIP EDUCATION P1 SET 1","content/papers/citizenship-education/mcq-1.md"
"Citizenship Education",ordinary,form_5,"general",2,"CAMEROON GCE ORDINARY LEVEL CITIZENSHIP EDUCATION P1 SET 2","content/papers/citizenship-education/mcq-2.md"
"Citizenship Education",ordinary,form_5,"general",3,"CAMEROON GCE ORDINARY LEVEL CITIZENSHIP EDUCATION P1 SET 3","content/papers/citizenship-education/mcq-3.md"
"Citizenship Education",ordinary,form_5,"general",1,"CAMEROON GCE ORDINARY LEVEL CITIZENSHIP EDUCATION P2 SET 1","content/papers/citizenship-education/set-1.md"
"Citizenship Education",ordinary,form_5,"general",2,"CAMEROON GCE ORDINARY LEVEL CITIZENSHIP EDUCATION P2 SET 2","content/papers/citizenship-education/set-2.md"
"Citizenship Education",ordinary,form_5,"general",3,"CAMEROON GCE ORDINARY LEVEL CITIZENSHIP EDUCATION P2 SET 3","content/papers/citizenship-education/set-3.md"
"Citizenship Education",ordinary,form_5,"general",4,"CAMEROON GCE ORDINARY LEVEL CITIZENSHIP EDUCATION P2 SET 4","content/papers/citizenship-education/set-4.md"
"Citizenship Education",ordinary,form_5,"general",5,"CAMEROON GCE ORDINARY LEVEL CITIZENSHIP EDUCATION P2 SET 5","content/papers/citizenship-education/set-5.md"
"Citizenship Education",ordinary,form_5,"general",6,"CAMEROON GCE ORDINARY LEVEL CITIZENSHIP EDUCATION P2 SET 6","content/papers/citizenship-education/set-6.md"
"Citizenship Education",ordinary,form_5,"general",7,"CAMEROON GCE ORDINARY LEVEL CITIZENSHIP EDUCATION P2 SET 7","content/papers/citizenship-education/set-7.md"
"Citizenship Education",ordinary,form_5,"general",8,"CAMEROON GCE ORDINARY LEVEL CITIZENSHIP EDUCATION P2 SET 8","content/papers/citizenship-education/set-8.md"
"Commerce",advanced,upper_sixth,"a_commercial",1,"CAMEROON GCE ADVANCED LEVEL COMMERCE P1 SET 1","content/papers/commerce/mcq-1.md"
"Commerce",advanced,upper_sixth,"a_commercial",2,"CAMEROON GCE ADVANCED LEVEL COMMERCE P1 SET 2","content/papers/commerce/mcq-2.md"
"Commerce",advanced,upper_sixth,"a_commercial",3,"CAMEROON GCE ADVANCED LEVEL COMMERCE P1 SET 3","content/papers/commerce/mcq-3.md"
"Commerce",advanced,upper_sixth,"a_commercial",1,"CAMEROON GCE ADVANCED LEVEL COMMERCE P2 SET 1","content/papers/commerce/set-1.md"
"Commerce",advanced,upper_sixth,"a_commercial",2,"CAMEROON GCE ADVANCED LEVEL COMMERCE P2 SET 2","content/papers/commerce/set-2.md"
"Commerce",advanced,upper_sixth,"a_commercial",3,"CAMEROON GCE ADVANCED LEVEL COMMERCE P2 SET 3","content/papers/commerce/set-3.md"
"Commerce",ordinary,form_5,"commercial, technical",4,"CAMEROON GCE ORDINARY LEVEL COMMERCE P2 SET 4","content/papers/commerce/set-4.md"
"Commerce",ordinary,form_5,"commercial, technical",5,"CAMEROON GCE ORDINARY LEVEL COMMERCE P2 SET 5","content/papers/commerce/set-5.md"
"Commerce",ordinary,form_5,"commercial, technical",6,"CAMEROON GCE ORDINARY LEVEL COMMERCE P2 SET 6","content/papers/commerce/set-6.md"
"Commerce",ordinary,form_5,"commercial, technical",7,"CAMEROON GCE ORDINARY LEVEL COMMERCE P2 SET 7","content/papers/commerce/set-7.md"
"Commerce",ordinary,form_5,"commercial, technical",8,"CAMEROON GCE ORDINARY LEVEL COMMERCE P2 SET 8","content/papers/commerce/set-8.md"
"Computer Science",advanced,upper_sixth,"a_science",1,"CAMEROON GCE ADVANCED LEVEL COMPUTER SCIENCE P1 SET 1","content/papers/computer-science/mcq-1.md"
"Computer Science",advanced,upper_sixth,"a_science",2,"CAMEROON GCE ADVANCED LEVEL COMPUTER SCIENCE P1 SET 2","content/papers/computer-science/mcq-2.md"
"Computer Science",advanced,upper_sixth,"a_science",3,"CAMEROON GCE ADVANCED LEVEL COMPUTER SCIENCE P1 SET 3","content/papers/computer-science/mcq-3.md"
"Computer Science",advanced,upper_sixth,"a_science",1,"CAMEROON GCE ADVANCED LEVEL COMPUTER SCIENCE P2 SET 1","content/papers/computer-science/set-1.md"
"Computer Science",advanced,upper_sixth,"a_science",2,"CAMEROON GCE ADVANCED LEVEL COMPUTER SCIENCE P2 SET 2","content/papers/computer-science/set-2.md"
"Computer Science",advanced,upper_sixth,"a_science",3,"CAMEROON GCE ADVANCED LEVEL COMPUTER SCIENCE P2 SET 3","content/papers/computer-science/set-3.md"
"Computer Science",ordinary,form_5,"science, technical",4,"CAMEROON GCE ORDINARY LEVEL COMPUTER SCIENCE P2 SET 4","content/papers/computer-science/set-4.md"
"Computer Science",ordinary,form_5,"science, technical",5,"CAMEROON GCE ORDINARY LEVEL COMPUTER SCIENCE P2 SET 5","content/papers/computer-science/set-5.md"
"Computer Science",ordinary,form_5,"science, technical",6,"CAMEROON GCE ORDINARY LEVEL COMPUTER SCIENCE P2 SET 6","content/papers/computer-science/set-6.md"
"Computer Science",ordinary,form_5,"science, technical",7,"CAMEROON GCE ORDINARY LEVEL COMPUTER SCIENCE P2 SET 7","content/papers/computer-science/set-7.md"
"Computer Science",ordinary,form_5,"science, technical",8,"CAMEROON GCE ORDINARY LEVEL COMPUTER SCIENCE P2 SET 8","content/papers/computer-science/set-8.md"
"Economics",advanced,upper_sixth,"a_arts, a_commercial",1,"CAMEROON GCE ADVANCED LEVEL ECONOMICS P1 SET 1","content/papers/economics/mcq-1.md"
"Economics",advanced,upper_sixth,"a_arts, a_commercial",2,"CAMEROON GCE ADVANCED LEVEL ECONOMICS P1 SET 2","content/papers/economics/mcq-2.md"
"Economics",advanced,upper_sixth,"a_arts, a_commercial",3,"CAMEROON GCE ADVANCED LEVEL ECONOMICS P1 SET 3","content/papers/economics/mcq-3.md"
"Economics",advanced,upper_sixth,"a_arts, a_commercial",1,"CAMEROON GCE ADVANCED LEVEL ECONOMICS P2 SET 1","content/papers/economics/set-1.md"
"Economics",advanced,upper_sixth,"a_arts, a_commercial",2,"CAMEROON GCE ADVANCED LEVEL ECONOMICS P2 SET 2","content/papers/economics/set-2.md"
"Economics",advanced,upper_sixth,"a_arts, a_commercial",3,"CAMEROON GCE ADVANCED LEVEL ECONOMICS P2 SET 3","content/papers/economics/set-3.md"
"Economics",ordinary,form_5,"arts, commercial",4,"CAMEROON GCE ORDINARY LEVEL ECONOMICS P2 SET 4","content/papers/economics/set-4.md"
"Economics",ordinary,form_5,"arts, commercial",5,"CAMEROON GCE ORDINARY LEVEL ECONOMICS P2 SET 5","content/papers/economics/set-5.md"
"Economics",ordinary,form_5,"arts, commercial",6,"CAMEROON GCE ORDINARY LEVEL ECONOMICS P2 SET 6","content/papers/economics/set-6.md"
"Economics",ordinary,form_5,"arts, commercial",7,"CAMEROON GCE ORDINARY LEVEL ECONOMICS P2 SET 7","content/papers/economics/set-7.md"
"Economics",ordinary,form_5,"arts, commercial",8,"CAMEROON GCE ORDINARY LEVEL ECONOMICS P2 SET 8","content/papers/economics/set-8.md"
"English Language",advanced,upper_sixth,"a_science, a_arts, a_commercial",1,"CAMEROON GCE ADVANCED LEVEL ENGLISH LANGUAGE P1 SET 1","content/papers/english-language/mcq-1.md"
"English Language",advanced,upper_sixth,"a_science, a_arts, a_commercial",2,"CAMEROON GCE ADVANCED LEVEL ENGLISH LANGUAGE P1 SET 2","content/papers/english-language/mcq-2.md"
"English Language",advanced,upper_sixth,"a_science, a_arts, a_commercial",3,"CAMEROON GCE ADVANCED LEVEL ENGLISH LANGUAGE P1 SET 3","content/papers/english-language/mcq-3.md"
"English Language",advanced,upper_sixth,"a_science, a_arts, a_commercial",1,"CAMEROON GCE ADVANCED LEVEL ENGLISH LANGUAGE P2 SET 1","content/papers/english-language/set-1.md"
"English Language",advanced,upper_sixth,"a_science, a_arts, a_commercial",2,"CAMEROON GCE ADVANCED LEVEL ENGLISH LANGUAGE P2 SET 2","content/papers/english-language/set-2.md"
"English Language",advanced,upper_sixth,"a_science, a_arts, a_commercial",3,"CAMEROON GCE ADVANCED LEVEL ENGLISH LANGUAGE P2 SET 3","content/papers/english-language/set-3.md"
"English Language",ordinary,form_5,"general, science, arts, commercial, technical",4,"CAMEROON GCE ORDINARY LEVEL ENGLISH LANGUAGE P2 SET 4","content/papers/english-language/set-4.md"
"English Language",ordinary,form_5,"general, science, arts, commercial, technical",5,"CAMEROON GCE ORDINARY LEVEL ENGLISH LANGUAGE P2 SET 5","content/papers/english-language/set-5.md"
"English Language",ordinary,form_5,"general, science, arts, commercial, technical",6,"CAMEROON GCE ORDINARY LEVEL ENGLISH LANGUAGE P2 SET 6","content/papers/english-language/set-6.md"
"English Language",ordinary,form_5,"general, science, arts, commercial, technical",7,"CAMEROON GCE ORDINARY LEVEL ENGLISH LANGUAGE P2 SET 7","content/papers/english-language/set-7.md"
"English Language",ordinary,form_5,"general, science, arts, commercial, technical",8,"CAMEROON GCE ORDINARY LEVEL ENGLISH LANGUAGE P2 SET 8","content/papers/english-language/set-8.md"
"English Literature",advanced,upper_sixth,"a_arts",1,"CAMEROON GCE ADVANCED LEVEL ENGLISH LITERATURE P1 SET 1","content/papers/english-literature/mcq-1.md"
"English Literature",advanced,upper_sixth,"a_arts",2,"CAMEROON GCE ADVANCED LEVEL ENGLISH LITERATURE P1 SET 2","content/papers/english-literature/mcq-2.md"
"English Literature",advanced,upper_sixth,"a_arts",3,"CAMEROON GCE ADVANCED LEVEL ENGLISH LITERATURE P1 SET 3","content/papers/english-literature/mcq-3.md"
"English Literature",advanced,upper_sixth,"a_arts",1,"CAMEROON GCE ADVANCED LEVEL ENGLISH LITERATURE P2 SET 1","content/papers/english-literature/set-1.md"
"English Literature",advanced,upper_sixth,"a_arts",2,"CAMEROON GCE ADVANCED LEVEL ENGLISH LITERATURE P2 SET 2","content/papers/english-literature/set-2.md"
"English Literature",advanced,upper_sixth,"a_arts",3,"CAMEROON GCE ADVANCED LEVEL ENGLISH LITERATURE P2 SET 3","content/papers/english-literature/set-3.md"
"English Literature",ordinary,form_5,"arts",4,"CAMEROON GCE ORDINARY LEVEL ENGLISH LITERATURE P2 SET 4","content/papers/english-literature/set-4.md"
"English Literature",ordinary,form_5,"arts",5,"CAMEROON GCE ORDINARY LEVEL ENGLISH LITERATURE P2 SET 5","content/papers/english-literature/set-5.md"
"English Literature",ordinary,form_5,"arts",6,"CAMEROON GCE ORDINARY LEVEL ENGLISH LITERATURE P2 SET 6","content/papers/english-literature/set-6.md"
"English Literature",ordinary,form_5,"arts",7,"CAMEROON GCE ORDINARY LEVEL ENGLISH LITERATURE P2 SET 7","content/papers/english-literature/set-7.md"
"English Literature",ordinary,form_5,"arts",8,"CAMEROON GCE ORDINARY LEVEL ENGLISH LITERATURE P2 SET 8","content/papers/english-literature/set-8.md"
"Food and Nutrition",ordinary,form_5,"general",1,"CAMEROON GCE ORDINARY LEVEL FOOD AND NUTRITION P1 SET 1","content/papers/food-and-nutrition/mcq-1.md"
"Food and Nutrition",ordinary,form_5,"general",2,"CAMEROON GCE ORDINARY LEVEL FOOD AND NUTRITION P1 SET 2","content/papers/food-and-nutrition/mcq-2.md"
"Food and Nutrition",ordinary,form_5,"general",3,"CAMEROON GCE ORDINARY LEVEL FOOD AND NUTRITION P1 SET 3","content/papers/food-and-nutrition/mcq-3.md"
"Food and Nutrition",ordinary,form_5,"general",1,"CAMEROON GCE ORDINARY LEVEL FOOD AND NUTRITION P2 SET 1","content/papers/food-and-nutrition/set-1.md"
"Food and Nutrition",ordinary,form_5,"general",2,"CAMEROON GCE ORDINARY LEVEL FOOD AND NUTRITION P2 SET 2","content/papers/food-and-nutrition/set-2.md"
"Food and Nutrition",ordinary,form_5,"general",3,"CAMEROON GCE ORDINARY LEVEL FOOD AND NUTRITION P2 SET 3","content/papers/food-and-nutrition/set-3.md"
"Food and Nutrition",ordinary,form_5,"general",4,"CAMEROON GCE ORDINARY LEVEL FOOD AND NUTRITION P2 SET 4","content/papers/food-and-nutrition/set-4.md"
"Food and Nutrition",ordinary,form_5,"general",5,"CAMEROON GCE ORDINARY LEVEL FOOD AND NUTRITION P2 SET 5","content/papers/food-and-nutrition/set-5.md"
"Food and Nutrition",ordinary,form_5,"general",6,"CAMEROON GCE ORDINARY LEVEL FOOD AND NUTRITION P2 SET 6","content/papers/food-and-nutrition/set-6.md"
"Food and Nutrition",ordinary,form_5,"general",7,"CAMEROON GCE ORDINARY LEVEL FOOD AND NUTRITION P2 SET 7","content/papers/food-and-nutrition/set-7.md"
"Food and Nutrition",ordinary,form_5,"general",8,"CAMEROON GCE ORDINARY LEVEL FOOD AND NUTRITION P2 SET 8","content/papers/food-and-nutrition/set-8.md"
"Food Science and Nutrition",advanced,upper_sixth,"a_science",1,"CAMEROON GCE ADVANCED LEVEL FOOD SCIENCE AND NUTRITION P1 SET 1","content/papers/food-science-and-nutrition/mcq-1.md"
"Food Science and Nutrition",advanced,upper_sixth,"a_science",2,"CAMEROON GCE ADVANCED LEVEL FOOD SCIENCE AND NUTRITION P1 SET 2","content/papers/food-science-and-nutrition/mcq-2.md"
"Food Science and Nutrition",advanced,upper_sixth,"a_science",3,"CAMEROON GCE ADVANCED LEVEL FOOD SCIENCE AND NUTRITION P1 SET 3","content/papers/food-science-and-nutrition/mcq-3.md"
"Food Science and Nutrition",advanced,upper_sixth,"a_science",1,"CAMEROON GCE ADVANCED LEVEL FOOD SCIENCE AND NUTRITION P2 SET 1","content/papers/food-science-and-nutrition/set-1.md"
"Food Science and Nutrition",advanced,upper_sixth,"a_science",2,"CAMEROON GCE ADVANCED LEVEL FOOD SCIENCE AND NUTRITION P2 SET 2","content/papers/food-science-and-nutrition/set-2.md"
"Food Science and Nutrition",advanced,upper_sixth,"a_science",3,"CAMEROON GCE ADVANCED LEVEL FOOD SCIENCE AND NUTRITION P2 SET 3","content/papers/food-science-and-nutrition/set-3.md"
"Food Science and Nutrition",advanced,upper_sixth,"a_science",4,"CAMEROON GCE ADVANCED LEVEL FOOD SCIENCE AND NUTRITION P2 SET 4","content/papers/food-science-and-nutrition/set-4.md"
"Food Science and Nutrition",advanced,upper_sixth,"a_science",5,"CAMEROON GCE ADVANCED LEVEL FOOD SCIENCE AND NUTRITION P2 SET 5","content/papers/food-science-and-nutrition/set-5.md"
"Food Science and Nutrition",advanced,upper_sixth,"a_science",6,"CAMEROON GCE ADVANCED LEVEL FOOD SCIENCE AND NUTRITION P2 SET 6","content/papers/food-science-and-nutrition/set-6.md"
"Food Science and Nutrition",advanced,upper_sixth,"a_science",7,"CAMEROON GCE ADVANCED LEVEL FOOD SCIENCE AND NUTRITION P2 SET 7","content/papers/food-science-and-nutrition/set-7.md"
"Food Science and Nutrition",advanced,upper_sixth,"a_science",8,"CAMEROON GCE ADVANCED LEVEL FOOD SCIENCE AND NUTRITION P2 SET 8","content/papers/food-science-and-nutrition/set-8.md"
"French",advanced,upper_sixth,"a_science, a_arts, a_commercial",1,"CAMEROON GCE ADVANCED LEVEL FRENCH P1 SET 1","content/papers/french/mcq-1.md"
"French",advanced,upper_sixth,"a_science, a_arts, a_commercial",2,"CAMEROON GCE ADVANCED LEVEL FRENCH P1 SET 2","content/papers/french/mcq-2.md"
"French",advanced,upper_sixth,"a_science, a_arts, a_commercial",3,"CAMEROON GCE ADVANCED LEVEL FRENCH P1 SET 3","content/papers/french/mcq-3.md"
"French",advanced,upper_sixth,"a_science, a_arts, a_commercial",1,"CAMEROON GCE ADVANCED LEVEL FRENCH P2 SET 1","content/papers/french/set-1.md"
"French",advanced,upper_sixth,"a_science, a_arts, a_commercial",2,"CAMEROON GCE ADVANCED LEVEL FRENCH P2 SET 2","content/papers/french/set-2.md"
"French",advanced,upper_sixth,"a_science, a_arts, a_commercial",3,"CAMEROON GCE ADVANCED LEVEL FRENCH P2 SET 3","content/papers/french/set-3.md"
"French",ordinary,form_5,"general, science, arts, commercial, technical",4,"CAMEROON GCE ORDINARY LEVEL FRENCH P2 SET 4","content/papers/french/set-4.md"
"French",ordinary,form_5,"general, science, arts, commercial, technical",5,"CAMEROON GCE ORDINARY LEVEL FRENCH P2 SET 5","content/papers/french/set-5.md"
"French",ordinary,form_5,"general, science, arts, commercial, technical",6,"CAMEROON GCE ORDINARY LEVEL FRENCH P2 SET 6","content/papers/french/set-6.md"
"French",ordinary,form_5,"general, science, arts, commercial, technical",7,"CAMEROON GCE ORDINARY LEVEL FRENCH P2 SET 7","content/papers/french/set-7.md"
"French",ordinary,form_5,"general, science, arts, commercial, technical",8,"CAMEROON GCE ORDINARY LEVEL FRENCH P2 SET 8","content/papers/french/set-8.md"
"Further Mathematics",advanced,upper_sixth,"a_science",1,"CAMEROON GCE ADVANCED LEVEL FURTHER MATHEMATICS P1 SET 1","content/papers/further-mathematics/mcq-1.md"
